"","X","Comment","label"
"1754",890,"تابه زرساب سفارش دادم قرمز نبود و رنگ قرمز ارسال شده لطفا بررسی بفرمائید
عکس هم ارسال شده","Product"
"1755",891,"مایع نرم کننده لباس بعلت شل بودن درب آن سرریز شده است.","Product"
"1756",892,"انرژی زا ضربه خورده بود مشماها پاره خریدا از توش ریخت خیلی بی نظم بود اصلا راضی نبودم","Packaging"
"1757",893,"بسیار بی کیفیت در حد اینکه میشه گفت خراب و له بودن","Product"
"1758",894,"با سلام 
عسل ها و ویتامین سی با چسب بهم بسته شده بودند و هر سه خیس بودند لیبل‌هاشون هم خیس خورده بود
سری قبل هم ویتامین سی سفارش دادم همینطور بود ریخته بود
بقیه خوب بود و مشکلی نداشت ممنون","Packaging"
"1759",895,"سلام خسته نباشید بنده یک بسته سیرابی گوسفندی سفارش دادم که متاسفانه سیرابی گوساله برام فرستاده شده چرا ؟","Product"
"1760",896,"انتقاد
این که خرید حضوری نیست دلیل نمی‌شه هر کالایی که آسیب دیده رو برای این نوع خرید ارسال بشه
روغن های ارسالی برا من تماما قر شده بود فقط سوراخ نشده بود 
جالبه هزار و نهصد هم برای جمع آوری و بسته بندی به فاکتورها اضافه شده ?","Product"
"1761",897,"کشک بسته بندیش پاره شده وریخته داخل نایلون میخواستم هفته آینده مصرف کنم ولی الان قابل استفاده نیست
میخوام مرجوعش کنم این کشک ها یک حفاظ پلاستیکی روشن دارن که اگر اون روش بود این اتفاق نمی افتاد الان دوباره شما میخواید یه تخفیف بدین که مثلا این جبران شه","Packaging"
"1762",898,"با اینکه سه روز به تاریخ انقضا مانده بود به نظر مانده میامد","Product"
"1763",899,"با سلام و احترام
متأسفانه از بیست عدد تخم‌مرغ ارسالی ، پنج عدد شکسته بود !
اینکه از ابتدا شکسته ارسال شده بوده یا پیک محترم در جابجایی دقت لازم را نداشته نمی‌دانم ولی به دست من شکسته رسید !","Packaging"
"1764",900,"سینی لب پر شده","Packaging"
"1765",901,"سلام ضمن تشکر همیشه تخم مرغ ۶یا ۹ تایی سفارش میدادم تو این سفارش ۱۵ تایی گرفتم ۵ تا از ۱۵ تا شکسته بود .
بهتره که این مدل کالا ها فروخته نشه یا اینکه تو حمل نقل احتیاط بیشتری بشه .","Packaging"
"1766",922,"سیفیجات تازه نبود","Product"
"1767",925,"پیک ناشنوا بود ","Product"
"1768",928,"پیک ادرسو پیدا نمیکرده شاکی شده بود","Packaging"
"1769",938,"گوشت بو میداده","Product"
"1770",941," 2 تخم مرغ","Packaging"
"1771",951,"بسته پوشک پاره","Packaging"
"1772",957,"سلام من ۲ عدد هایپ سفارش دادم یکی ارسال شده
بقیه‌موارد خوب بود ممنون","Product"
"1773",958,"محصولاتی که تحویل شد مدت زمان کمی از تاریخ مصرف آنها باقیمانده بود. 
ماست ۱.۸ کیلوگرمی و تخم مرغ ۲۰ عددی فقط دو هفته مهلت استفاده تا تاریخ انقضا را دارد. و دو هفته از تاریخ تولید آن گذشته است.","Product"
"1774",959,"سلام طعم و کیفیت فلافل خیلی بد شده نسبت به قبل و کلی فرق کرده","Product"
"1775",960,"به دلیل نبود جنس مورد نظر از سبد حذف شد و یا تغییر کرد این موضوع بارها تکرار شده است.","Product"
"1776",961,"محصولاتم دیرتر از موعد رسید و برای تماس با پشتیبانی نیم ساعت تو صف انتظار بودم و در آخر هم وصل نشد بسته بندی بسیار نامناسب تمام محصولاتی که خرید زدم گرده غبار سیاه رنگی روش نشسته بود و از پلاستیکهای مواد غذایی مثل مرغ آب میچکید دسته های پلاستیک را چسب زیادی زده بودن با دردسر پلاستیکها باز میشد تخفیفات خیلی کمه نسب به اپلیکیشن اُکالا","Product"
"1777",962,"با سلام.۴ عدد از تخم مرغ ها شکسته بود.","Packaging"
"1778",963,"یکی از تخم مرغها شکسته بود","Packaging"
"1779",964,"اجناسم با سفارشم تناقض داشت وما به تفاوت اجناس نداشته واریز نشده","Product"
"1780",965,"هدایا داخل بسته ها نبود و پوشک شورتی انتخاب نکرده بودم چند تا پودر ماشین لباسشویی زده بودم که به جای ان مایع ماشین ارسال شده بود و صابون گلنار ۲ بسته زده بودم که یکی ارسال شده بود اصلا راضی نبودم","Product"
"1781",966,"مربا سفارش دادم نیومده لطفا یا هزینرو برگردونید یا بفرستید","Product"
"1782",967,"در توضیحات اپلیکیشن نوشته شده روغن ۱.۵ لیتری اما روغن ۱۳۵۰ ارسال شده است","Product"
"1783",968,"سلام.کد تخفیف لطفا بفرستیدمنتظرم.درضمن مایع نرم کننده نصف اش ریخته بود داخل نایلکس!!!!!؟؟؟","Packaging"
"1784",969,"سلام وقت بخیر. ماست خراب و به شدت ترش شده بود. طوری که بازش که کردم داشت ماست می جوشید. و متاسفانه کره له شده بود. ممنون میشم محصولی که ارسال میکنید از کیفیت و سالم بودن آن مطمعا باشید.","Product"
"1785",970,"این محصول اشتباهی ارسال شده من فلاف نازک انتخاب نکردم و ۴ عدد سفارش دادم در حالی که ۳ عدد گذاشته شده یک عدد کسری داره و مبلغش هم برگشت داده نشده","Product"
"1786",971,"واقعا متاسفم برای انتخاب افراد بی تربیت و بی نزاکت بعنوان موزع اسنپ.","Product"
"1787",972,"پیک هاتون خیلی رفتارشون نامناسب است نه جواب سلام میدن نه جواب تشکر انگار طلبکارن","Product"
"1788",973,"کالا ارسال نشد","Product"
"1789",974,"تاریخ شیر باید روز باشد سه روز از تاریخ تولید گذشته.","Product"
"1790",975,"بدمزه وترش شده بود. متاسفانه علت پنجاه درصد تخفیف همین بود؟!!!","Packaging"
"1791",976,"واقعا متاسفم تقریبا در هر ارسال انجام شده یک قلم یا ارسال نشده یا ناقص بوده","Product"
"1792",977,"ارده مزرعه بسیار شل بود و‌ با قیمتی که دادم توی محل میتونستم بهترین ارده رو بخرم","Product"
"1793",978,"عكس ماست كه تركيده بود موجود هست","Product"
"1794",979,"کوچک و افتضاح و بدون. آب","Product"
"1795",980,"ماسک تنفسی و نفرستادین","Product"
"1796",981,"بسته‌بندی شکلات خیلی بد بود. توق بسته پر از سیاهی بود
و کلا بسته‌ای که آوردن خیلی بوی بدی می‌داد. ناراضی بودم از ارسال","Product"
"1797",982,"در مورد آیتمهایی مثل جوراب ،شورت و... اگر امکان ثبت نظرات کاربرانی که این اجناس را خریده اند وجود داشته باشد.انتخاب و سفارش برای افراد جدید راحتتر میشود. شورتهای سفارش داده شده از کیفیت مورد انتظار ضعیفتر بودن","Product"
"1798",983,"یکی از تون های ۴ تایی گیاهی نبود و فلفلی بود.","Product"
"1799",984,"انتقاد بدون تاثیر فایده نداره لطفا در فرستادن محصول دقت کنید من نصف کاهو رو بیرون ریختم کاملا خراب بود","Packaging"
"1800",985,"سلام وقت بخیر 4عدد ماکارونی کسری","Product"
"1801",986,"ممنون از زحمات شما فقط ژل ماشین ظرفشویی داخل بسته ها نبود چند بار شده که این مورد هدیه ها حذف میشه که احتمالا بعد از تحویل از هایپر تا مقصد اتفاق میفته","Product"
